id： film1 - 这个杀手不太冷é,这个杀手不太冷 Léon,9.4,参评人数： 1814603,类型： 剧情 动作 犯罪,制片国家:  法国 / 美国,语言:  英语 / 意大利语 / 法语,上映日期： 1994-09-14(法国),片长： 110分钟(剧场版),又名:  杀手莱昂 / 终极追杀令(台) / 杀手里昂 / Leon / Leon: The Professional,导演: 吕克·贝松,编剧: 吕克·贝松,主演: 让·雷诺 / 娜塔莉·波特曼 / 加里·奥德曼 / 丹尼·爱罗 / 彼得·阿佩尔 / 迈克尔·巴达鲁科 / 艾伦·格里尼 / 伊丽莎白·瑞根 / 卡尔·马图斯维奇 / 弗兰克·赛格 / 麦温 / 乔治·马丁 / 罗伯特·拉萨多 / 亚当·布斯奇 / 马里奥·托迪斯科 / 萨米·纳塞利,豆瓣链接：https://movie.douban.com/subject/1295644/,IMDb链接： https://www.imdb.com/title/tt0110413,"简介： 
                                　　里昂（让·雷诺饰）是名孤独的职业杀手，受人雇佣。一天，邻居家小姑娘马蒂尔达（纳塔丽·波特曼饰)敲开他的房门，要求在他那里暂避杀身之祸。原来邻居家的主人是警方缉毒组的眼线，只因贪污了一小包毒品而遭恶警（加里·奥德曼饰）杀害全家的惩罚。马蒂尔达得到里昂的留救，幸免于难，并留在里昂那里。里昂教小女孩使枪，她教里昂法文，两人关系日趋亲密，相处融洽。
                                     
                                　　女孩想着去报仇，反倒被抓，里昂及时赶到，将女孩救回。混杂着哀怨情仇的正邪之战渐次升级，更大的冲突在所难免……
                        "
id： film7 - 釜山行부산행,釜山行 부산행,8.5,参评人数： 869905,类型： 动作 惊悚 灾难,制片国家:  韩国,语言:  韩语,上映日期： 2016-05-13(戛纳电影节) 2016-07-20(韩国),片长： 118分钟,又名:  尸杀列车(港) / 尸速列车(台) / Train to Busan / Busanhaeng,导演: 延尚昊,编剧: 延尚昊,主演: 孔侑 / 郑有美 / 马东锡 / 金秀安 / 金义城 / 崔宇植 / 安昭熙 / 崔奎华 / 郑锡勇 / 艺秀晶 / 朴明申 / 张赫镇 / 禹都临 / 沈恩京,豆瓣链接：https://movie.douban.com/subject/25986180/,IMDb链接： https://www.imdb.com/title/tt5700672,"简介： 
                                　　证券公司基金管理人石宇（孔侑 饰）光鲜精干，却也是个重利轻义之徒。妻子为此与之决裂，女儿秀安（金秀安 饰）则对如此自私的父亲越来越失望，决定前往釜山和母亲生活。在秀安生日这天，石宇抽出时间陪伴女儿登上开往釜山的特快列车。而与此同时，城市四处出现了极为可疑的暴动事件。政府极力洗白无法掩盖丧尸肆虐的事实，即便懵然无知的列车乘客也因为不速之客的到来而堕入恐慌绝望的地狱中。开车的刹那，一名感染者冲入车厢，而她很快尸变并对目光所及之处的健康人展开血腥屠杀。未过多久，丧尸便呈几何数爆发性地增长。石宇被迫和幸存者的乘客们在逼仄的空间中奋力求生。
                                     
                                　　通往釜山的遥遥旅途布满杀机，危难时刻每个幸存者的人性也承受巨大的考验……
                        "

id： film8 - 美丽人生è,美丽人生 La vita è bella,9.5,参评人数： 1012453,类型： 剧情 喜剧 爱情 战争,制片国家:  意大利,语言:  意大利语 / 德语 / 英语,上映日期： 2020-01-03(中国大陆) 1997-12-20(意大利),片长： 116分钟,又名:  一个快乐的传说(港) / Life Is Beautiful,导演: 罗伯托·贝尼尼,编剧: 温琴佐·切拉米 罗伯托·贝尼尼,主演: 罗伯托·贝尼尼 / 尼可莱塔·布拉斯基 / 乔治·坎塔里尼 / 朱斯蒂诺·杜拉诺 / 赛尔乔·比尼·布斯特里克 / 玛丽萨·帕雷德斯 / 霍斯特·布赫霍尔茨 / 利迪娅·阿方西 / 朱利亚娜·洛约迪切 / 亚美利哥·丰塔尼 / 彼得·德·席尔瓦 / 弗朗西斯·古佐 / 拉法埃拉·莱博罗尼 / 克劳迪奥·阿方西 / 吉尔·巴罗尼 / 马西莫·比安奇 / 恩尼奥·孔萨尔维 / 吉安卡尔洛·科森蒂诺 / 阿伦·克雷格 / 汉尼斯·赫尔曼 / 弗兰科·梅斯科利尼 / 安东尼奥·普雷斯特 / 吉娜·诺维勒 / 理查德·塞梅尔 / 安德烈提多娜 / 迪尔克·范登贝格 / 奥梅罗·安东努蒂,豆瓣链接：https://movie.douban.com/subject/1292063/,IMDb链接： https://www.imdb.com/title/tt0118799,"简介： 
                                　　犹太青年圭多（罗伯托·贝尼尼）邂逅美丽的女教师多拉（尼可莱塔·布拉斯基），他彬彬有礼的向多拉鞠躬：“早安！公主！”。历经诸多令人啼笑皆非的周折后，天遂人愿，两人幸福美满的生活在一起。
                                     
                                　　然而好景不长，法西斯政权下，圭多和儿子被强行送往犹太人集中营。多拉虽没有犹太血统，毅然同行，与丈夫儿子分开关押在一个集中营里。聪明乐天的圭多哄骗儿子这只是一场游戏，奖品就是一辆大坦克，儿子快乐、天真的生活在纳粹的阴霾之中。尽管集中营的生活艰苦寂寞，圭多仍然带给他人很多快乐，他还趁机在纳粹的广播里问候妻子：“早安！公主！”
                                     
                                　　法西斯政权即将倾覆，纳粹的集中营很快就要接受最后的清理，圭多编给儿子的游戏该怎么结束？他们一家能否平安的度过这黑暗的年代呢？
                        "

id： film9 - 天使爱美丽'é,天使爱美丽 Le fabuleux destin d'Amélie Poulain,8.7,参评人数： 797779,类型： 喜剧 爱情,制片国家:  法国 / 德国,语言:  法语 / 俄语,上映日期： 2001-04-25(法国) 2001-08-16(德国),片长： 122分钟,又名:  艾蜜莉的异想世界(台) / 天使艾米莉 / 天使艾美丽 / 阿梅丽的奇妙命运 / 艾蜜丽 / Amelie,导演: 让-皮埃尔·热内,编剧: 纪尧姆·洛朗 让-皮埃尔·热内,主演: 奥黛丽·塔图 / 马修·卡索维茨 / 吕菲斯 / 洛莱拉·克拉沃塔 / 塞尔日·梅兰 / 贾梅尔·杜布兹 / 克洛蒂尔德·莫勒 / 克莱尔·莫里耶 / 伊莎贝尔·南蒂 / 多米尼克·皮侬 / 阿尔蒂斯·德·彭居埃恩 / 友兰达·梦露 / 于尔班·康塞利埃 / 莫里斯·贝尼舒 / 米歇尔·罗班 / 安德烈·达芒 / 克洛德·佩隆 / 阿尔梅尔 / 迪基·奥尔加多 / Kevin Fernandes / 弗洛拉·吉耶 / 阿莫里·巴博尔 / 欧仁·贝蒂埃 / 让·达里 / 马克·阿米约,豆瓣链接：https://movie.douban.com/subject/1292215/,IMDb链接： https://www.imdb.com/title/tt0211915,"简介： 
                                　　艾米莉（奥黛丽·塔图 Audrey Tautou 饰）有着别人看来不幸的童年——父亲给她做健康检查时，发现她心跳过快，便断定她患上心脏病，从此艾米莉与学校绝缘。随后因为一桩意外，母亲在她眼前突然死去。这一切都毫不影响艾米莉对生活的豁达乐观。
                                     
                                　　1997年，戴安娜王妃的去世让她倍感人生的孤独脆弱，艾米莉从此开始了一系列助人计划，包括自闭忧郁的邻居老人，被老板刻薄的菜摊伙计、遗失了童年器物的旧房东、爱情失意的咖啡店同事。但她万万想不到，成人录象带商店店员尼诺（马修·卡索维 Mathieu Kassovitz 饰），竟成为她的棘手对象，艾米莉开始了令人哭笑不得的另类计划……
                        "

id： film10 - 寄生虫기생충,寄生虫 기생충,8.7,参评人数： 1020658,类型： 剧情 喜剧,制片国家:  韩国,语言:  韩语 / 英语,上映日期： 2019-05-21(戛纳电影节) 2019-05-30(韩国),片长： 132分钟,又名:  寄生上流(台) / 上流寄生族(港) / 패러사이트 / Parasite / Gisaengchung,导演: 奉俊昊,编剧: 奉俊昊 韩进元,主演: 宋康昊 / 李善均 / 曹如晶 / 崔宇植 / 朴素丹 / 李姃垠 / 张慧珍 / 郑知晓 / 朴明勋 / 朴叙俊 / 朴根祿 / 郑贤俊 / 朴孝新 / 安德烈亚斯·弗龙克,豆瓣链接：https://movie.douban.com/subject/27010768/,IMDb链接： https://www.imdb.com/title/tt6751668,"简介： 
                                　　基宇（崔宇植 饰）出生在一个贫穷的家庭之中，和妹妹基婷（朴素丹 饰）以及父母在狭窄的地下室里过着相依为命的日子。一天，基宇的同学上门拜访，他告诉基宇，自己在一个有钱人家里给他们的女儿做家教，太太是一个头脑简单出手又阔绰的女人，因为自己要出国留学，所以将家教的职位暂时转交给基宇。
                                     
                                　　就这样，基宇来到了朴社长（李善均 饰）家中，并且见到了他的太太（赵汝贞 饰），没过多久，基宇的妹妹和父母也如同寄生虫一般的进入了朴社长家里工作。然而，他们的野心并没有止步于此，基宇更是和大小姐坠入了爱河。随着时间的推移，朴社长家里隐藏的秘密渐渐浮出了水面。
                        "

id： film11 - 哈尔的移动城堡ハウルの動く城,哈尔的移动城堡 ハウルの動く城,9.1,参评人数： 741386,类型： 动画 奇幻 冒险,制片国家:  日本,语言:  日语,上映日期： 2004-09-05(威尼斯电影节) 2004-11-20(日本),片长： 119分钟,又名:  哈尔移动城堡(港) / 霍尔的移动城堡(台) / 呼啸山城 / 豪尔的机动城堡 / Howl's Moving Castle / Hauru no ugoku shiro,导演: 宫崎骏,编剧: 宫崎骏 吉田玲子 黛安娜·温恩·琼斯,主演: 倍赏千惠子 / 木村拓哉 / 美轮明宏 / 我修院达也 / 神木隆之介 / 伊崎充则 / 大泉洋 / 大塚明夫 / 原田大二郎 / 加藤治子 / 都筑香弥子,豆瓣链接：https://movie.douban.com/subject/1308807/,IMDb链接： https://www.imdb.com/title/tt0347149,"简介： 
                                　　继母因无力负担生活，将苏菲和她的两个妹妹都送到了制帽店去当学徒。两个妹妹很快先后就离开了制帽店去追寻各自的梦想，只有苏菲坚持了下来。一天，小镇旁边来了一座移动堡垒，传说堡垒的主人哈尔专吸取年青姑娘的灵魂，所以小镇的姑娘都不敢靠近。
                                     
                                　　一个恶毒的巫婆为了报复苏菲与哈尔见面，用巫术把她变成了一个80岁的老太婆，而且苏菲还不能对别人说出自己身中的巫术。无奈，苏菲决定独自一人逃离小镇。天黑了，虚弱的苏菲没走多远，来到了移动城堡。心想自己已经是老太婆了，苏菲壮着胆子走进了城堡。不想，遇到了和她遭遇相同的火焰魔。两人约定彼此帮助对方打破各自的咒语……
                        "

id： film12 - 喜剧之王喜劇之王,喜剧之王 喜劇之王,8.8,参评人数： 710806,类型： 剧情 喜剧 爱情,制片国家:  中国香港,语言:  粤语,上映日期： 1999-02-13(中国香港),片长： 89分钟,又名:  King of Comedy,导演: 周星驰 李力持,编剧: 曾瑾昌 周星驰 李敏 郑文辉 冯勉恒 梁嘉杰,主演: 周星驰 / 张柏芝 / 莫文蔚 / 吴孟达 / 林子善 / 田启文 / 李兆基 / 成龙 / 李思捷 / 郑文辉,豆瓣链接：https://movie.douban.com/subject/1302425/,IMDb链接： https://www.imdb.com/title/tt0188766,"简介： 
                                　　尹天仇（周星驰 饰）一直醉心戏剧，想成为一名演员，平时除了做跑龙套以外，还会在街坊福利会里开设演员训练班。此时舞小姐柳飘飘在妈妈桑的带领下来到这里要求学做戏，原来柳飘飘有一段非常不愉快的经历，在尹天仇对她指导的过程中，柳飘飘对尹天仇渐生情愫，同时她也成为了夜总会里当红的小姐。尹天仇受到了极多白眼之后，终于得到了大明星鹃姐（莫文蔚 饰）的赏识，提携他担演新戏中的男主角，但没想到突然把他的角色换掉了，令他失望不已。在片场当场务的卧底警员（吴孟达 饰）身份被识穿，尹天仇阴差阳错的帮忙破了案。之后尹天仇继续活跃在街坊福利会的演员训练班里。
                        "

id： film13 - 加勒比海盗,加勒比海盗 Pirates of the Caribbean: The Curse of the Black Pearl,8.8,参评人数： 663532,类型： 动作 奇幻 冒险,制片国家:  美国,语言:  英语,上映日期： 2003-11-21(中国大陆) 2003-07-09(美国),片长： 143 分钟,又名:  加勒比海盗1：黑珍珠号的诅咒 / 神鬼奇航：鬼盗船魔咒(台) / 魔盗王：决战鬼盗船 / 海盗船,导演: 戈尔·维宾斯基,编剧: 泰德·艾略特 特里·鲁西奥 斯图尔特·贝亚蒂耶 杰·沃尔伯特,主演: 约翰尼·德普 / 杰弗里·拉什 / 奥兰多·布鲁姆 / 凯拉·奈特莉 / 杰克·达文波特 / 乔纳森·普雷斯,豆瓣链接：https://movie.douban.com/subject/1298070/,IMDb链接： https://www.imdb.com/title/tt0325980,"简介： 
                                    　　故事发生在17世纪，传说中海盗最为活跃的加勒比海。风趣迷人的杰克·斯伯洛（约翰尼·德普 Johnny Depp 饰），是活跃在加勒比海上的海盗，拥有属于自己的“黑珍珠”号海盗船。对他来说，最惬意的生活就是驾驶着“黑珍珠”号在加勒比海上游荡，自由自在的打劫过往船只。但不幸的是，他的仇敌，老谋深算的巴尔巴罗萨船长(杰弗里·拉什 Geoffrey Rush 饰)偷走了他的“黑珍珠”号。巴伯萨是一个无恶不作的坏蛋，他抢劫了杰克的""黑珍珠号""后，更加猖狂，在加勒比海上横行霸道，一时成为整个加勒比海的霸主。
                                         
                                    　　一次，巴伯萨一伙袭击了罗亚尔港小镇，还绑架了总督的女儿伊莉莎白·斯万(凯拉·奈特莉 Keira Knightley 饰)和伊莉莎白青梅竹马的铁匠学徒威尔·特纳（奥兰多·布鲁姆 Orlando Bloom 饰），想方设法救出了狱中的船长杰克，偷来英国皇家舰队最...
                            "

id： film14 - 西西里的美丽传说è,西西里的美丽传说 Malèna,8.9,参评人数： 734301,类型： 剧情 情色 战争,制片国家:  意大利 / 美国,语言:  意大利语 / 英语 / 拉丁语 / 古希腊语,上映日期： 2000-10-27(意大利),片长： 109 分钟,又名:  真爱伴我行(台) / 玛莲娜 / 玛琳娜,导演: 朱塞佩·托纳多雷,编剧: 朱塞佩·托纳多雷 卢恰诺·温琴佐尼,主演: 莫妮卡·贝鲁奇 / 朱塞佩·苏尔法罗 / Luciano Federico / 玛蒂尔德·皮亚纳 / Pietro Notarianni / Gaetano Aronica / Gilberto Idonea / Angelo Pellegrino / Gabriella Di Luzio / Pippo Provvidenti / 埃丽萨·莫鲁奇 / 奥罗拉·夸特罗基 / 露琪亚·萨多 / 瓦尼·布拉马蒂 / Salvatore Martino / 安东内洛·普利西 / Noam Morgensztern,豆瓣链接：https://movie.douban.com/subject/1292402/,IMDb链接： https://www.imdb.com/title/tt0213847,"简介： 
                                    　　当我还只是十三岁时，1941年春末的那一天，我初次见到了她那一天，墨索里尼向英法宣战，而我，得到了生命里的第一辆脚踏车。
                                         
                                    　　她，撩著波浪状黑亮的秀发，穿著最时髦的短裙和丝袜，踏著充满情欲诱惑的高跟鞋，来到了西西里岛上宁静的阳光小镇。她的一举一动都引人瞩目、勾人遐想，她的一颦一笑都教男人心醉、女人羡妒。玛莲娜，像个女神一般，征服了这个海滨的天堂乐园。
                                         
                                    　　年仅十三岁的雷纳多也不由自主地掉进了玛莲娜所掀起的漩涡之中，他不仅跟著其他年纪较大的青少年们一起骑著单车，穿梭在小镇的各个角落，搜寻著玛莲娜的诱人丰姿与万种风情，还悄悄地成为她不知情的小跟班，如影随形地跟监、窥视她的生活。她摇曳的倩影、她聆听的音乐、她贴身的衣物都成为这个被荷尔蒙淹没的少年，最真实、最美好的情欲幻想。
                                         
                                    　　然而，透过雷纳多的眼，我们也看到了玛莲娜掉进了越来越黑暗的处境之中，她变成了寡妇，而在镇民...
                            "

id： film15 - 天空之城天空の城ラピュタ,天空之城 天空の城ラピュタ,9.1,参评人数： 637865,类型： 动画 奇幻 冒险,制片国家:  日本,语言:  日语,上映日期： 1992-05-01(中国大陆) 1986-08-02(日本),片长： 125分钟,又名:  Tenkû no shiro Rapyuta / Laputa: Castle in the Sky,导演: 宫崎骏,编剧: 宫崎骏,主演: 田中真弓 / 横泽启子 / 初井言荣 / 寺田农 / 常田富士男 / 永井一郎 / 糸博 / 鹫尾真知子 / 神山卓三 / 安原义人 / 槐柳二 / 鳕子,豆瓣链接：https://movie.douban.com/subject/1291583/,IMDb链接： https://www.imdb.com/title/tt0092067,"简介： 
                                　　古老帝国拉比达是一座漂浮在空中的巨大的机器岛，传说那里已经无人居住，蕴藏着巨大的财富。因此，无论军方还是海盗，都在找寻着这座传说中的飞行岛。
                                     
                                　　矿工帕克这天偶遇拉比达继承人希达，两人一见如故。因为希达身上有找寻拉比达帝国的重要物件飞行石，军方和海盗两帮人马都在追杀希达。帕克带着希达一起逃亡，最终都没有逃出军方的手中，希达被军队掳走了。
                                     
                                　　为救朋友，帕克只能选择与海盗合作。帕克与海盗成功救出了希达，同时，他们也发现了军方的邪恶计划。为了阻止军方邪恶计划的实施，他们和海盗一起踏上了寻找拉比达之旅。
                        "

